station_eu_code;id_regione;id_provincia;id_comune;station_code;Regione;Provincia;Comune;nome_stazione;tipo_zona;tipo_stazione;TIPO;Lon;Lat;yy;n;sup25;sup15;media_yy;minimo;perc5;perc25;perc50;perc75;perc95;perc99.2;massimo;copertura;superamenti_ma;superamenti_ma10;superamenti_ma5;range_y;mappa_y;superamenti_d;superamenti_d15;range_d;range_d15;mappa_d;mappa_d15
IT2161A;13.0;66.0;13066028.0;1306604.0;Abruzzo;L'Aquila;Castel di Sangro;Castel di Sangro;SUBURBANA;FONDO;SF;14.10361;41.77944;2022;297;2;40;10.0;3.0;4.0;7.0;10.0;13.0;20.0;23.0;27.0;0;0.0;0.0;1.0;"(5;10]";0;0;1;"(-Inf;3]";"(18; Inf]";0;0
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2015;360;76;159;17.0;3.0;6.0;10.0;14.0;23.0;38.0;46.0;52.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2016;321;54;120;16.0;5.0;6.0;9.0;13.0;20.0;38.0;47.0;56.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2017;353;41;120;15.0;3.0;6.0;9.0;13.0;18.0;32.0;39.0;46.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2018;352;52;153;17.0;4.0;7.0;11.0;14.0;20.0;35.0;42.0;45.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2019;348;25;116;14.0;4.0;6.0;9.0;12.0;17.0;29.0;45.0;57.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2020;364;40;119;14.0;1.0;5.0;7.0;11.0;18.0;32.0;41.0;47.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2021;356;23;92;13.0;4.0;5.0;8.0;11.0;15.0;26.0;41.0;44.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2022;316;22;110;14.0;3.0;6.0;9.0;12.0;18.0;26.0;35.0;40.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1977A;13.0;68.0;13068024.0;1306810.0;Abruzzo;Pescara;Montesilvano;MONTESILVANO;URBANA;TRAFFICO;UT;14.14833;42.5175;2014;352;48;122;15.0;4.0;6.0;9.0;12.0;19.0;36.0;46.0;53.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2013;360;65;133;17.0;3.0;5.0;9.0;13.0;20.0;47.0;58.0;80.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2015;352;94;175;20.0;3.0;6.0;10.0;15.0;27.0;45.0;54.0;57.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2016;227;53;109;18.0;4.0;6.0;10.0;15.0;24.0;42.0;51.0;53.0;0;0.0;1.0;1.0;"(15;20]";0;1;1;"(18; Inf]";"(18; Inf]";0;0
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2017;355;44;119;15.0;2.0;5.0;8.0;12.0;19.0;35.0;41.0;49.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2018;353;49;139;16.0;5.0;6.0;10.0;14.0;19.0;36.0;47.0;50.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2019;349;28;118;14.0;3.0;5.0;9.0;12.0;17.0;29.0;43.0;55.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2020;364;60;135;15.0;4.0;5.0;8.0;11.0;20.0;36.0;45.0;55.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2021;363;33;110;13.0;3.0;5.0;8.0;11.0;16.0;31.0;40.0;50.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2022;328;35;125;15.0;3.0;5.0;9.0;13.0;19.0;31.0;40.0;46.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1264A;13.0;68.0;13068028.0;1306805.0;Abruzzo;Pescara;Pescara;PE - VIA FIRENZE;URBANA;TRAFFICO;UT;14.21306;42.46639;2014;361;71;151;18.0;4.0;6.0;9.0;13.0;23.0;43.0;53.0;64.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2013;343;59;118;17.0;3.0;4.0;9.0;13.0;19.0;45.0;57.0;73.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2162A;13.0;67.0;13067041.0;1306702.0;Abruzzo;Teramo;Teramo;Gammarana;URBANA;FONDO;UF;13.72611;42.66556;2022;325;8;84;12.0;1.0;4.0;7.0;11.0;16.0;23.0;31.0;38.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2162A;13.0;67.0;13067041.0;1306702.0;Abruzzo;Teramo;Teramo;Gammarana;URBANA;FONDO;UF;13.72611;42.66556;2020;363;14;89;11.0;1.0;2.0;5.0;9.0;15.0;23.0;28.0;33.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2161A;13.0;66.0;13066028.0;1306604.0;Abruzzo;L'Aquila;Castel di Sangro;Castel di Sangro;SUBURBANA;FONDO;SF;14.10361;41.77944;2016;250;2;34;9.0;1.0;3.0;6.0;8.0;12.0;19.0;23.0;34.0;0;0.0;0.0;1.0;"(5;10]";0;0;1;"(-Inf;3]";"(18; Inf]";0;0
IT2161A;13.0;66.0;13066028.0;1306604.0;Abruzzo;L'Aquila;Castel di Sangro;Castel di Sangro;SUBURBANA;FONDO;SF;14.10361;41.77944;2017;360;2;22;9.0;0.0;3.0;5.0;8.0;11.0;16.0;22.0;28.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(18; Inf]";1;3
IT2161A;13.0;66.0;13066028.0;1306604.0;Abruzzo;L'Aquila;Castel di Sangro;Castel di Sangro;SUBURBANA;FONDO;SF;14.10361;41.77944;2018;319;1;15;8.0;0.0;4.0;6.0;8.0;11.0;15.0;20.0;45.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(3;18]";1;2
IT2161A;13.0;66.0;13066028.0;1306604.0;Abruzzo;L'Aquila;Castel di Sangro;Castel di Sangro;SUBURBANA;FONDO;SF;14.10361;41.77944;2019;328;1;22;8.0;1.0;3.0;5.0;8.0;11.0;15.0;21.0;32.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(18; Inf]";1;3
IT2161A;13.0;66.0;13066028.0;1306604.0;Abruzzo;L'Aquila;Castel di Sangro;Castel di Sangro;SUBURBANA;FONDO;SF;14.10361;41.77944;2020;355;0;53;9.0;2.0;3.0;5.0;8.0;12.0;19.0;22.0;23.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(18; Inf]";1;3
IT2161A;13.0;66.0;13066028.0;1306604.0;Abruzzo;L'Aquila;Castel di Sangro;Castel di Sangro;SUBURBANA;FONDO;SF;14.10361;41.77944;2021;337;2;39;9.0;2.0;3.0;6.0;8.0;12.0;19.0;24.0;30.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(18; Inf]";1;3
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2013;335;32;73;13.0;2.0;4.0;7.0;10.0;15.0;33.0;46.0;54.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2014;345;19;82;12.0;3.0;4.0;7.0;10.0;15.0;26.0;36.0;41.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2162A;13.0;67.0;13067041.0;1306702.0;Abruzzo;Teramo;Teramo;Gammarana;URBANA;FONDO;UF;13.72611;42.66556;2021;306;13;62;11.0;1.0;3.0;6.0;10.0;14.0;23.0;32.0;39.0;0;0.0;1.0;1.0;"(10;15]";0;0;1;"(3;18]";"(18; Inf]";0;0
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2015;362;28;99;13.0;2.0;4.0;7.0;10.0;16.0;29.0;35.0;37.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2017;360;5;55;10.0;2.0;4.0;6.0;9.0;13.0;21.0;27.0;37.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(3;18]";"(18; Inf]";2;3
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2018;355;16;72;12.0;2.0;5.0;7.0;11.0;14.0;23.0;36.0;43.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2019;314;13;49;10.0;1.0;3.0;6.0;9.0;13.0;23.0;34.0;41.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(3;18]";"(18; Inf]";2;3
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2020;365;21;72;10.0;2.0;3.0;5.0;9.0;13.0;26.0;32.0;41.0;1;0.0;0.0;1.0;"(5;10]";2;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2021;328;6;57;10.0;2.0;3.0;6.0;9.0;13.0;20.0;27.0;40.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(3;18]";"(18; Inf]";2;3
IT2162A;13.0;67.0;13067041.0;1306702.0;Abruzzo;Teramo;Teramo;Gammarana;URBANA;FONDO;UF;13.72611;42.66556;2017;79;1;18;12.0;3.0;4.0;8.0;12.0;15.0;20.0;24.0;28.0;0;0.0;1.0;1.0;"(10;15]";0;0;1;"(-Inf;3]";"(3;18]";0;0
IT2162A;13.0;67.0;13067041.0;1306702.0;Abruzzo;Teramo;Teramo;Gammarana;URBANA;FONDO;UF;13.72611;42.66556;2018;362;28;99;13.0;0.0;4.0;8.0;11.0;16.0;27.0;33.0;38.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2162A;13.0;67.0;13067041.0;1306702.0;Abruzzo;Teramo;Teramo;Gammarana;URBANA;FONDO;UF;13.72611;42.66556;2019;283;7;62;11.0;1.0;3.0;6.0;10.0;14.0;23.0;33.0;40.0;0;0.0;1.0;1.0;"(10;15]";0;0;1;"(3;18]";"(18; Inf]";0;0
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2016;332;25;59;11.0;0.0;3.0;6.0;9.0;13.0;29.0;40.0;63.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2014;336;61;127;17.0;2.0;5.0;9.0;13.0;21.0;39.0;52.0;63.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1856A;13.0;66.0;13066049.0;1306601.0;Abruzzo;L'Aquila;L'Aquila;AQ - Amiternum;URBANA;FONDO;UF;13.38306;42.36417;2022;325;1;40;10.0;3.0;4.0;7.0;10.0;13.0;19.0;24.0;33.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(18; Inf]";1;3
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2016;226;54;85;18.0;0.0;4.0;8.0;13.0;25.0;46.0;51.0;53.0;0;0.0;1.0;1.0;"(15;20]";0;1;1;"(18; Inf]";"(18; Inf]";0;0
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2015;354;88;169;18.0;2.0;5.0;10.0;14.0;25.0;40.0;48.0;51.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2167A;13.0;69.0;13069035.0;1306906.0;Abruzzo;Chieti;Francavilla al Mare;Francavilla;SUBURBANA;FONDO;SF;14.27917;42.42139;2022;327;18;82;12.0;3.0;5.0;8.0;11.0;16.0;26.0;32.0;36.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2167A;13.0;69.0;13069035.0;1306906.0;Abruzzo;Chieti;Francavilla al Mare;Francavilla;SUBURBANA;FONDO;SF;14.27917;42.42139;2021;364;17;77;11.0;2.0;4.0;6.0;9.0;14.0;24.0;37.0;40.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2167A;13.0;69.0;13069035.0;1306906.0;Abruzzo;Chieti;Francavilla al Mare;Francavilla;SUBURBANA;FONDO;SF;14.27917;42.42139;2019;346;15;64;11.0;4.0;4.0;7.0;10.0;14.0;22.0;37.0;47.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2167A;13.0;69.0;13069035.0;1306906.0;Abruzzo;Chieti;Francavilla al Mare;Francavilla;SUBURBANA;FONDO;SF;14.27917;42.42139;2018;346;27;91;13.0;3.0;5.0;8.0;12.0;16.0;29.0;39.0;43.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2167A;13.0;69.0;13069035.0;1306906.0;Abruzzo;Chieti;Francavilla al Mare;Francavilla;SUBURBANA;FONDO;SF;14.27917;42.42139;2017;360;27;89;12.0;2.0;4.0;7.0;11.0;15.0;28.0;37.0;42.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2166A;13.0;69.0;13069022.0;1306905.0;Abruzzo;Chieti;Chieti;Scuola Antonelli;URBANA;FONDO;UF;14.13778;42.34611;2022;317;45;122;15.0;2.0;5.0;10.0;13.0;20.0;32.0;39.0;41.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2166A;13.0;69.0;13069022.0;1306905.0;Abruzzo;Chieti;Chieti;Scuola Antonelli;URBANA;FONDO;UF;14.13778;42.34611;2021;361;35;121;14.0;3.0;5.0;8.0;12.0;17.0;30.0;43.0;49.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2166A;13.0;69.0;13069022.0;1306905.0;Abruzzo;Chieti;Chieti;Scuola Antonelli;URBANA;FONDO;UF;14.13778;42.34611;2020;347;58;148;16.0;3.0;5.0;8.0;13.0;21.0;35.0;44.0;53.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2167A;13.0;69.0;13069035.0;1306906.0;Abruzzo;Chieti;Francavilla al Mare;Francavilla;SUBURBANA;FONDO;SF;14.27917;42.42139;2020;358;33;104;12.0;2.0;3.0;6.0;9.0;16.0;29.0;38.0;50.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2166A;13.0;69.0;13069022.0;1306905.0;Abruzzo;Chieti;Chieti;Scuola Antonelli;URBANA;FONDO;UF;14.13778;42.34611;2018;319;50;141;17.0;3.0;7.0;11.0;15.0;20.0;37.0;51.0;53.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2166A;13.0;69.0;13069022.0;1306905.0;Abruzzo;Chieti;Chieti;Scuola Antonelli;URBANA;FONDO;UF;14.13778;42.34611;2017;347;47;125;15.0;3.0;5.0;9.0;13.0;19.0;34.0;44.0;46.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2022;300;34;104;14.0;3.0;4.0;9.0;12.0;19.0;31.0;39.0;41.0;0;0.0;1.0;1.0;"(10;15]";0;1;1;"(18; Inf]";"(18; Inf]";0;0
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2021;362;26;89;12.0;2.0;4.0;7.0;11.0;15.0;28.0;42.0;46.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2020;357;55;122;14.0;1.0;4.0;7.0;11.0;19.0;34.0;44.0;54.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2019;338;26;87;13.0;4.0;4.0;8.0;11.0;15.0;30.0;46.0;50.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2018;357;53;116;16.0;3.0;5.0;10.0;13.0;18.0;37.0;55.0;59.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1423A;13.0;68.0;13068028.0;1306809.0;Abruzzo;Pescara;Pescara;PE - TEATRO D'ANNUNZIO;URBANA;FONDO;UF;14.23472;42.45639;2017;338;53;122;16.0;2.0;5.0;9.0;13.0;20.0;37.0;47.0;54.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2166A;13.0;69.0;13069022.0;1306905.0;Abruzzo;Chieti;Chieti;Scuola Antonelli;URBANA;FONDO;UF;14.13778;42.34611;2019;278;18;95;14.0;3.0;6.0;8.0;12.0;17.0;26.0;43.0;46.0;0;0.0;1.0;1.0;"(10;15]";0;0;1;"(3;18]";"(18; Inf]";0;0
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2020;318;10;77;12.0;2.0;5.0;8.0;11.0;15.0;22.0;34.0;48.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2019;340;12;66;11.0;2.0;4.0;7.0;10.0;14.0;22.0;34.0;69.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2018;332;6;74;11.0;2.0;4.0;7.0;11.0;14.0;22.0;27.0;31.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2017;355;11;69;11.0;2.0;5.0;7.0;10.0;14.0;22.0;35.0;50.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2016;336;12;62;11.0;3.0;4.0;7.0;9.0;13.0;24.0;30.0;35.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2015;354;11;101;13.0;3.0;6.0;8.0;12.0;16.0;23.0;31.0;35.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2203A;17.0;76.0;17076098.0;1707623.0;Basilicata;Potenza;Viggiano;VIGGIANO 1;RURALE;INDUSTRIALE;RI;15.900698;40.334862;2021;357;5;49;9.0;2.0;3.0;5.0;7.0;11.0;20.0;33.0;52.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(3;18]";"(18; Inf]";2;3
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2013;293;4;82;12.0;2.0;5.0;8.0;12.0;16.0;22.0;27.0;32.0;0;0.0;1.0;1.0;"(10;15]";0;0;1;"(3;18]";"(18; Inf]";0;0
IT2203A;17.0;76.0;17076098.0;1707623.0;Basilicata;Potenza;Viggiano;VIGGIANO 1;RURALE;INDUSTRIALE;RI;15.900698;40.334862;2022;362;10;43;10.0;2.0;4.0;6.0;8.0;11.0;21.0;30.0;36.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(3;18]";"(18; Inf]";2;3
IT2203A;17.0;76.0;17076098.0;1707623.0;Basilicata;Potenza;Viggiano;VIGGIANO 1;RURALE;INDUSTRIALE;RI;15.900698;40.334862;2020;354;7;39;9.0;2.0;4.0;6.0;8.0;12.0;17.0;30.0;41.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(3;18]";"(18; Inf]";2;3
IT2203A;17.0;76.0;17076098.0;1707623.0;Basilicata;Potenza;Viggiano;VIGGIANO 1;RURALE;INDUSTRIALE;RI;15.900698;40.334862;2019;351;9;70;11.0;2.0;4.0;6.0;10.0;14.0;21.0;38.0;63.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2021;307;10;56;10.0;1.0;3.0;5.0;8.0;12.0;22.0;39.0;57.0;0;0.0;0.0;1.0;"(5;10]";0;0;1;"(3;18]";"(18; Inf]";0;0
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2014;350;14;69;11.0;3.0;5.0;7.0;10.0;14.0;23.0;33.0;50.0;1;0.0;1.0;1.0;"(10;15]";3;0;1;"(3;18]";"(18; Inf]";2;3
IT2204A;17.0;76.0;17076098.0;1707624.0;Basilicata;Potenza;Viggiano;VIGGIANO - MASSERIA DE BLASIIS;RURALE;INDUSTRIALE;RI;15.867364;40.324234;2022;315;8;58;10.0;1.0;4.0;6.0;8.0;13.0;22.0;30.0;38.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(3;18]";"(18; Inf]";2;3
